,filepath,category
1202,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(807).webm,Game
1203,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(673).webm,News
1204,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(589).webm,News
1205,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(584).webm,News
1206,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(583).webm,News
1207,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(779).webm,News
1208,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(442).webm,News
1209,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(629).webm,News
1210,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(542).webm,News
1211,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(297).webm,News
1212,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(590).webm,Music
1213,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(806).webm,News
1214,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(231).webm,Music
1215,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(501).webm,Game
1216,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(892).webm,News
1217,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(636).webm,News
1218,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(694).webm,Food
1219,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(937).webm,News
1220,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(525).webm,Game
1221,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(287).webm,News
1222,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(652).webm,News
1223,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(455).webm,News
1224,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(362).webm,News
1225,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(751).webm,News
1226,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(341).webm,News
1227,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(695).webm,News
1228,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(672).webm,News
1229,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(276).webm,Game
1230,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(780).webm,News
1231,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(425).webm,News
1232,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(190).webm,News
1233,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(814).webm,Game
1234,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(658).webm,News
1235,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(233).webm,News
1236,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(246).webm,News
1237,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(414).webm,News
1238,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(566).webm,News
1239,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(587).webm,News
1240,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(304).webm,Game
1241,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(456).webm,News
1242,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(744).webm,News
1243,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(548).webm,News
1244,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(438).webm,News
1245,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(614).webm,News
1246,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(608).webm,News
1247,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(615).webm,News
1248,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(706).webm,News
1249,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(469).webm,News
1250,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(412).webm,News
1251,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(487).webm,Game
1252,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(319).webm,News
1253,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(247).webm,News
1254,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(750).webm,News
1255,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(912).webm,Game
1256,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(320).webm,News
1257,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(431).webm,News
1258,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(521).webm,News
1259,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(794).webm,News
1260,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(491).webm,News
1261,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(715).webm,News
1262,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(441).webm,News
1263,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(776).webm,Food
1264,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(924).webm,Game
1265,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(902).webm,News
1266,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(564).webm,News
1267,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(866).webm,News
1268,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(359).webm,News
1269,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(392).webm,News
1270,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(358).webm,Music
1271,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(688).webm,News
1272,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(710).webm,Game
1273,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(592).webm,News
1274,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(878).webm,Game
1275,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(746).webm,Game
1276,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(402).webm,News
1277,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(796).webm,News
1278,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(835).webm,News
1279,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(631).webm,News
1280,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(315).webm,News
1281,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(372).webm,News
1282,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(895).webm,News
1283,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(586).webm,News
1284,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(818).webm,News
1285,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(729).webm,Food
1286,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(346).webm,News
1287,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(813).webm,News
1288,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(661).webm,News
1289,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(472).webm,News
1290,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(875).webm,News
1291,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(759).webm,Food
1292,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(931).webm,News
1293,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(480).webm,News
1294,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(838).webm,Music
1295,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(309).webm,News
1296,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(288).webm,News
1297,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(238).webm,News
1298,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(628).webm,Music
1299,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(868).webm,News
1300,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(677).webm,News
1301,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(855).webm,News
1302,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(699).webm,News
1303,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(876).webm,News
1304,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(907).webm,News
1305,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(371).webm,News
1306,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(939).webm,News
1307,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(363).webm,News
1308,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(489).webm,News
1309,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(598).webm,News
1310,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(692).webm,News
1311,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(654).webm,News
1312,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(778).webm,Game
1313,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(740).webm,News
1314,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(467).webm,News
1315,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(546).webm,News
1316,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(541).webm,News
1317,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(935).webm,Game
1318,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(831).webm,News
1319,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(647).webm,News
1320,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(883).webm,News
1321,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(459).webm,News
1322,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(756).webm,Game
1323,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(581).webm,Food
1324,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(914).webm,News
1325,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(768).webm,News
1326,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(829).webm,News
1327,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(387).webm,News
1328,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(667).webm,News
1329,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(732).webm,News
1330,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(841).webm,News
1331,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(468).webm,News
1332,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(632).webm,Game
1333,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(518).webm,News
1334,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(270).webm,News
1335,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(702).webm,News
1336,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(393).webm,News
1337,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(708).webm,Food
1338,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(650).webm,News
1339,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(360).webm,News
1340,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(576).webm,News
1341,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(261).webm,News
1342,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(307).webm,Game
1343,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(361).webm,Game
1344,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(463).webm,News
1345,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(529).webm,Music
1346,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(373).webm,News
1347,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(942).webm,News
1348,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(906).webm,Game
1349,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(302).webm,News
1350,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(427).webm,News
1351,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(199).webm,Game
1352,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(416).webm,News
1353,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Entertainment/Tiktok/tiktok(323).webm,Game
